Product,Current Price,Orignal Price,Weight in lbs,True Weight,Brand,Producer,State,City,Zip Code,Source,Address,Local,Vendor,VendorAddress,True Amount,Amount in dz
Hy-Vee Grade A Jumbo Eggs,3.99,3.99,,,,,,,,Hyvee,,False,,8200 42nd Ave N Minneapolis MN 55427,12 ct,1.0
Hy-Vee Cage Free Large Brown Egg Grade A,5.98,5.98,,,,,,,,Hyvee,,False,,2015 S Broadway St New Ulm MN 56073,18 ct,1.5
Eggland's Best Cage Free Brown Grade A Large Eggs,5.49,5.49,,,,,,,,Hyvee,,False,,70 E Swedesford Rd Malvern PA 19355,12 ct,1.0
Hy-Vee Cage Free Large Brown Egg Grade A,3.99,3.99,,,,,,,,Hyvee,,False,,2015 S Broadway St New Ulm MN 56073,12 ct,1.0
Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs,3.99,3.99,,,,,,,,Hyvee,,False,, Tokologo Free State ,12 ct,1.0
Farmers Hen House Pasture Raised Organic Grade A Large Brown Eggs,6.99,6.99,,,,,,,,Hyvee,,False,,37938 Charles Town Pike Purcellville VA 20132,12 ct Carton,1.0
Hy-Vee HealthMarket Organic Grade A Large Eggs,5.49,5.49,,,,,,,,Hyvee,,True,,1700 Valley W Dr West Des Moines IA 50266,12 ct,1.0
Eggland's Best Extra Large Eggs,4.19,4.19,,,,,,,,Hyvee,,False,,2 Ridgedale Ave Hanover Twp NJ 07927,12 ct,1.0
Hy-Vee Grade A Extra Large Eggs,3.79,3.79,,,,,,,,Hyvee,,False,,,12 ct,1.0
Egglands Best XL Eggs,6.28,6.28,,,,,,,,Hyvee,,False,,2 Ridgedale Ave Hanover Twp NJ 07927,18 ct,1.5
Hy-Vee One Step Pasture Raised Large Brown Eggs,4.99,4.99,,,,,,,,Hyvee,,False,,37938 Charles Town Pike Purcellville VA 20132,1 dz,1.0
Farmers Hen House Jumbo Brown Eggs,4.99,4.99,,,,,,,,Hyvee,,True,,1956 520th St SW Kalona IA 52247,12 ct,1.0
"Nellie's Eggs, Brown, Free Range, Large",7.99,7.99,,,,,,,,Hyvee,,False,,,18 ct,1.5
Hy-Vee Grade A Medium Eggs,3.29,3.29,,,,,,,,Hyvee,,False,,8200 42nd Ave N Minneapolis MN 55427,12 ct,1.0
"Pete And Gerry's Eggs, Organic, Brown, Free Range, Large",5.99,6.99,,,,,,,,Hyvee,,False,,140 Buffum Rd Monroe NH 03771,12 ct,1.0
Eggland's Best Organic Cage Free Grade A Large Brown Eggs,6.79,6.79,,,,,,,,Hyvee,,False,,70 E Swedesford Rd Malvern PA 19355,12 ct,1.0
Nellie's Free Range Eggs Large Fresh Brown Grade A,5.99,5.99,,,,,,,,Hyvee,,False,,,12 ct,1.0
Hy-Vee Grade A Large Eggs,1.99,1.99,,,,,,,,Hyvee,,False,,,6 ct,0.5
Farmers Hen House Organic Large Brown Eggs,3.49,3.49,,,,,,,,Hyvee,,True,,1956 520th St SW Kalona IA 52247,6 ct,0.5
