Bacon,Current Price,Orignal Price,Weight in lbs,True Weight,Brand,Address,State,City,Zip Code,Date Collected,Url
Hormel Black Label Thick Cut Bacon,8.39,8.39,1.0,16 oz Packet,,,,,,2024-02-15,https://www.hy-vee.com/aisles-online/p/11315/Hormel-Black-Label-Thick-Cut-Bacon
